y3_hhid,gardenid,plotid,crop_loss,crop_loss_reason_rain_excess,crop_loss_reason_rain_little,crop_loss_reason_insects,crop_loss_reason_disease,crop_loss_reason_weeds,crop_loss_reason_hail,crop_loss_reason_floods,crop_loss_reason_frost,crop_loss_reason_animals,crop_loss_reason_locust,crop_loss_reason_birds,crop_loss_reason_shortage,crop_loss_reason_fertility,crop_loss_reason_security,crop_loss_reason_spoiled,crop_loss_reason_other,area_loss,area_loss_reason_drought,area_loss_reason_insects,area_loss_reason_animals,area_loss_reason_theft,area_loss_reason_disease,area_loss_reason_labor,area_loss_reason_other,area_loss_reason_rains,area_loss_reason_floods,area_loss_reason_fire,area_loss_reason_not_finished,pure_stand,pure_stand_maize,entire_plot_planted,harvest_completed,planting_month,planting_year,harvesting_month_start,harvesting_month_end,area_planted_with_crop,kgs_harvested,plot_area_ha,first_crop_planted,second_crop_planted,third_crop_planted,fourth_crop_planted,fifth_crop_planted,soil_type,soil_quality,plot_slope,month_planted_plot,half_month_planted_plot,plot_area_gps,area_planted,cultivated,season,crop_cutting,area_harvested,crop_loss_ha,area_harvested_with_crop,plot_elevation,plot_twi,hh_gps_lat,hh_gps_long,annual_temp,annual_precip,ea_id,region,district,ta_code,reside
0023-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,1,,6,6,2,7,.36,MAIZE,BEANS,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,2ND HALF,1,.72000003,1,Rainy,,,,,1570,12,-9.971600000000001,33.3739,193,1214,10103414,North,Chitipa,3,RURAL
0023-001,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,7,,11,11,0,0,,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,AUGUST,1ST HALF,0,,1,Dry,,,,,,,,,,,10103414,North,Chitipa,3,RURAL
0023-008,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,0,0,1,1,12,,6,6,1.5,66.5,.156,MAIZE,NKHWANI,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,2ND HALF,1,.234,1,Rainy,,,,,1540,14,-9.971600000000001,33.3739,193,1214,10103414,North,Chitipa,3,RURAL
0023-008,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,0,0,12,,6,6,0,0,.228,MAIZE,,,,,Sandy (Mchenga),Fair,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1570,12,-9.971600000000001,33.3739,193,1214,10103414,North,Chitipa,3,RURAL
0023-008,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,0,7,,9,9,0,225.4166870117188,.136,SWEET POTATO,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,JULY,1ST HALF,1,0,1,Dry,,,,,1550,13,-9.971600000000001,33.3739,193,1214,10103414,North,Chitipa,3,RURAL
0024-001,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,8,,12,12,1.875,74.90750122070313,,MAIZE,NKHWANI,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,AUGUST,1ST HALF,0,,1,Dry,,,,,,,,,,,10103414,North,Chitipa,3,RURAL
0024-001,TG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510,12,-9.971600000000001,33.3739,195,1212,10103414,North,Chitipa,3,RURAL
0024-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,6,6,0,555,.384,MAIZE,,,,,Sandy (Mchenga),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1520,15,-9.971600000000001,33.3739,195,1212,10103414,North,Chitipa,3,RURAL
0024-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.919669,33.629592,199,911,10103414,North,Chitipa,3,RURAL
0025-001,TG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,12,-9.971600000000001,33.3739,193,1214,10103414,North,Chitipa,3,RURAL
0025-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,5.5,5.5,2,0,.4280000000000001,MAIZE,BEANS,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,2ND HALF,1,.85600001,1,Rainy,,,,,1560,12,-9.971600000000001,33.3739,193,1214,10103414,North,Chitipa,3,RURAL
0025-001,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,7,,11,11,0,0,,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,JULY,2ND HALF,0,,1,Dry,,,,,,,,,,,10103414,North,Chitipa,3,RURAL
0025-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Dry,,,,,,,,,,,10103414,North,Chitipa,3,RURAL
0025-002,RG01,R01,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,0,0,1,1,12,,5.5,6,1.5,156.0833358764648,.216,MAIZE,SWEET POTATO,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,2ND HALF,1,.324,1,Rainy,,,,,1560,12,-9.971600000000001,33.3739,193,1214,10103414,North,Chitipa,3,RURAL
0025-004,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,1,12,,5,8,0,0,.1,SWEET POTATO,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,2ND HALF,0,0,1,Rainy,,,,,,,,,,,10103414,North,Chitipa,3,RURAL
0025-004,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,0,12,,6,6,0,0,.4440000000000001,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1490,16,-9.971600000000001,33.3739,197,1201,10103414,North,Chitipa,3,RURAL
0025-004,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,7,,1,1,0,0,.04,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,JULY,2ND HALF,1,0,1,Dry,,,,,1490,13,-9.971600000000001,33.3739,197,1201,10103414,North,Chitipa,3,RURAL
0026-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,0,0,1,1,11,,4,4.5,2,25,.4,MAIZE,BEANS,,,,Clay (Katondo),Good,Slight slope,NOVEMBER,2ND HALF,0,.80000001,1,Rainy,,,,,,,,,,,10103414,North,Chitipa,3,RURAL
0026-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,0,0,1,1,12,,4,4.5,2,53,.48,MAIZE,BEANS,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Moderate slope,DECEMBER,2ND HALF,1,.95999998,1,Rainy,,,,,1610,12,-9.971600000000001,33.3739,194,1200,10103414,North,Chitipa,3,RURAL
0026-001,RG03,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,0,0,0,1,11,,3.5,5,1,53,.4,MAIZE,BEANS,,,,Clay (Katondo),Good,Flat,NOVEMBER,2ND HALF,0,.40000001,1,Rainy,,,,,,,,,,,10103414,North,Chitipa,3,RURAL
0026-001,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,1,6,,8,9,0,0,,TOMATO,,,,,Clay (Katondo),Good,Flat,JUNE,2ND HALF,0,,1,Dry,,,,,,,,,,,10103414,North,Chitipa,3,RURAL
0027-001,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,7,7,0,555,.4,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1600,13,-9.971600000000001,33.3739,193,1214,10103414,North,Chitipa,3,RURAL
0027-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,0,12,,7,7,0,0,.4400000000000001,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Moderate slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1600,17,-9.971600000000001,33.3739,193,1214,10103414,North,Chitipa,3,RURAL
0027-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,0,12,,6,6,0,0,.3,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1600,14,-9.971600000000001,33.3739,193,1214,10103414,North,Chitipa,3,RURAL
0027-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Dry,,,,,1500,13,-9.971600000000001,33.3739,193,1214,10103414,North,Chitipa,3,RURAL
0028-002,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,1,12,,5,5,1,6.878000259399414,.4,MAIZE,SOYABEAN,BEANS,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,2ND HALF,1,.40000001,1,Rainy,,,,,1490,12,-9.971600000000001,33.3739,197,1201,10103414,North,Chitipa,3,RURAL
0028-002,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,9,,1,1,0,0,.024,MAIZE,,,,,Clay (Katondo),Good,Flat,SEPTEMBER,1ST HALF,1,0,1,Dry,,,,,1490,14,-9.971600000000001,33.3739,197,1201,10103414,North,Chitipa,3,RURAL
0028-002,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,0,11,,1,1,0,0,.34,,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,,,1,0,0,Rainy,,,,,1490,13,-9.971600000000001,33.3739,197,1201,10103414,North,Chitipa,3,RURAL
0029-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,0,0,1,1,11,,4,4.5,2,18.10000038146973,.4,MAIZE,BEANS,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Moderate slope,NOVEMBER,1ST HALF,0,.80000001,1,Rainy,,,,,,,,,,,10103414,North,Chitipa,3,RURAL
0029-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,0,0,.16,,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,,,1,0,0,Rainy,,,,,1610,11,-9.971600000000001,33.3739,190,1227,10103414,North,Chitipa,3,RURAL
0029-001,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,0,8,,,,0,111,.044,MAIZE,,,,,Clay (Katondo),Good,Flat,AUGUST,1ST HALF,1,0,1,Dry,,,,,1610,16,-9.971600000000001,33.3739,190,1227,10103414,North,Chitipa,3,RURAL
0029-004,RG01,R01,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,0,0,1,1,12,,3.5,4,2,171.5,.08,MAIZE,BEANS,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,2ND HALF,1,.16,1,Rainy,,,,,1540,14,-9.971600000000001,33.3739,193,1209,10103414,North,Chitipa,3,RURAL
0029-004,DG01,D01,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,0,0,1,6,,9,10,0,0,.036,SWEET POTATO,,,,,Clay (Katondo),Good,Slight slope,JUNE,1ST HALF,1,0,1,Dry,,,,,1540,15,-9.971600000000001,33.3739,193,1209,10103414,North,Chitipa,3,RURAL
0029-004,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,,1,1,0,0,.08,,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,,,1,0,0,Rainy,,,,,1530,14,-9.971600000000001,33.3739,193,1209,10103414,North,Chitipa,3,RURAL
0030-001,RG03,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,0,0,1,12,,4,4,0,12,.108,BEANS,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,1530,15,-9.971600000000001,33.3739,195,1202,10103414,North,Chitipa,3,RURAL
0030-001,RG03,D01,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,0,0,1,4,,7,7,0,0,.108,BEANS,,,,,Clay (Katondo),Fair,Slight slope,APRIL,1ST HALF,1,0,1,Dry,,,,,1530,15,-9.971600000000001,33.3739,195,1202,10103414,North,Chitipa,3,RURAL
0030-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530,18,-9.971600000000001,33.3739,195,1202,10103414,North,Chitipa,3,RURAL
0030-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,0,12,,6,6,1,0,.3040000000000001,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,DECEMBER,1ST HALF,1,.30399999,1,Rainy,,,,,1530,17,-9.971600000000001,33.3739,195,1202,10103414,North,Chitipa,3,RURAL
0030-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,0,12,,6,6,0,0,.564,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,1530,18,-9.971600000000001,33.3739,195,1202,10103414,North,Chitipa,3,RURAL
0031-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590,12,-9.971600000000001,33.3739,192,1218,10103414,North,Chitipa,3,RURAL
0031-001,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,0,6,,,,0,166.5,,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Moderate slope,JUNE,2ND HALF,0,,1,Dry,,,,,,,,,,,10103414,North,Chitipa,3,RURAL
0031-001,RG01,R01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.336,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Poor,Flat,DECEMBER,1ST HALF,1,,1,Rainy,,,,,1590,12,-9.971600000000001,33.3739,192,1218,10103414,North,Chitipa,3,RURAL
0031-001,RG02,R01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4,MAIZE,SOYABEAN,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,2ND HALF,0,,1,Rainy,,,,,,,,,,,10103414,North,Chitipa,3,RURAL
0032-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,1,1,1,12,,4,5,2.125,12.42749977111816,.412,MAIZE,SUNFLOWER,NKHWANI,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,.87550002,1,Rainy,,,,,1580,12,-9.971600000000001,33.3739,193,1209,10103414,North,Chitipa,3,RURAL
0032-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,0,0,.6000000000000001,,,,,,Clay (Katondo),Fair,Slight slope,,,0,0,0,Rainy,,,,,,,,,,,10103414,North,Chitipa,3,RURAL
0032-001,DG01,D01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,0,0,1,7,,12,1,0,0,.076,SWEET POTATO,,,,,Clay (Katondo),Good,Flat,JULY,2ND HALF,1,0,1,Dry,,,,,1560,17,-9.971600000000001,33.3739,193,1209,10103414,North,Chitipa,3,RURAL
0033-001,RG02,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,7,,8.5,9,2,0,.068,TANAPOSI,OTHER (SPECIFY),,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,JULY,1ST HALF,1,.13600001,1,Dry,,,,,1520,15,-9.971600000000001,33.3739,195,1206,10103414,North,Chitipa,3,RURAL
0033-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,0,12,,6,6,0,0,.416,GROUNDNUT,,,,,Clay (Katondo),Fair,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1520,16,-9.971600000000001,33.3739,195,1206,10103414,North,Chitipa,3,RURAL
0033-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,0,0,1,1,12,,6,6,1.75,54.30000305175781,.544,MAIZE,BEANS,,,,Clay (Katondo),Fair,Flat,DECEMBER,1ST HALF,1,.95200002,1,Rainy,,,,,1520,16,-9.971600000000001,33.3739,195,1206,10103414,North,Chitipa,3,RURAL
0033-001,RG02,R02,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,0,12,,5,6,0,0,.068,SWEET POTATO,,,,,Clay (Katondo),Fair,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1520,15,-9.971600000000001,33.3739,195,1206,10103414,North,Chitipa,3,RURAL
0034-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,1,1,0,1,12,,5,5,0,306.8500061035156,.188,MAIZE,,,,,Sandy (Mchenga),Fair,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,500,15,-9.975400000000001,33.926,251,1142,10220103,North,Karonga,20,RURAL
0034-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,1,1,0,1,12,,5,5,0,361.0000305175781,.248,MAIZE,,,,,Clay (Katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,490,14,-9.975400000000001,33.926,251,1142,10220103,North,Karonga,20,RURAL
0034-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,15,-9.975400000000001,33.926,251,1142,10220103,North,Karonga,20,RURAL
0035-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,6,6,2,100.8890075683594,.204,MAIZE,NKHWANI,,,,Sandy (Mchenga),Good,Flat,DECEMBER,2ND HALF,1,.40799999,1,Rainy,,,,,490,13,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,RURAL
0035-001,TG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,14,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,RURAL
0036-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,5,5,1,0,.4440000000000001,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,.44400001,1,Rainy,,,,,490,14,-9.975400000000001,33.926,251,1143,10220103,North,Karonga,20,URBAN
0036-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,5,5,1,111,.216,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,.21600001,1,Rainy,,,,,490,15,-9.975400000000001,33.926,251,1143,10220103,North,Karonga,20,URBAN
0036-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,14,-9.975400000000001,33.926,251,1143,10220103,North,Karonga,20,URBAN
0037-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Dry,,,,,,,,,,,10220103,North,Karonga,20,RURAL
0037-001,RG03,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,12,,5,5,1,67.41675567626953,.252,MAIZE,,,,,Sandy (Mchenga),Good,Flat,DECEMBER,2ND HALF,1,.252,1,Rainy,,,,,490,15,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,RURAL
0037-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,1,12,,5,5,0,0,.356,RICE,,,,,Clay (Katondo),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,480,36,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,RURAL
0037-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,1,12,,2,2,0,59.92600250244141,.296,MAIZE,,,,,Sandy (Mchenga),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,490,14,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,RURAL
0037-001,RG03,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,16,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,RURAL
0037-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.975400000000001,33.926,251,1170,10220103,North,Karonga,20,URBAN
0038-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,4,4,0,108.3000030517578,.128,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,490,15,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,URBAN
0038-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Dry,,,,,,,,,,,10220103,North,Karonga,20,URBAN
0039-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,5.5,5.5,2,0,.16,MAIZE,OTHER (SPECIFY),,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,2ND HALF,1,.31999999,1,Rainy,,,,,480,18,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,URBAN
0039-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,6,6,0,0,.3200000000000001,MAIZE,,,,,Clay (Katondo),Fair,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,480,16,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,URBAN
0039-001,RG02,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,16,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,URBAN
0040-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,0,1,12,,7,7,0,0,.464,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,550,17,-10.380389,34.09918,243,1030,10220103,North,Karonga,20,RURAL
0040-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,12,,7,7,1,0,.424,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,DECEMBER,2ND HALF,1,.42399999,1,Rainy,,,,,550,13,-10.380389,34.09918,243,1030,10220103,North,Karonga,20,RURAL
0040-006,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,0,0,.336,,,,,,,,,,,1,0,0,Rainy,,,,,580,18,-10.380389,34.09918,241,1040,10220103,North,Karonga,20,RURAL
0040-006,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,0,0,1,1,1,,5,5,1,55.5,.08,MAIZE,,,,,Sandy (Mchenga),Good,Flat,JANUARY,1ST HALF,1,.079999998,1,Rainy,,,,,580,18,-10.380389,34.09918,241,1040,10220103,North,Karonga,20,RURAL
0041-004,TG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,13,-9.975400000000001,33.926,251,1158,10220103,North,Karonga,20,URBAN
0041-004,RG01,R01,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,0,0,1,1,12,,5,6.5,1.5,111,.2,MAIZE,PIGEONPEA(NANDOLO),,,,Clay (Katondo),Fair,Slight slope,DECEMBER,2ND HALF,1,.30000001,1,Rainy,,,,,490,15,-9.975400000000001,33.926,251,1158,10220103,North,Karonga,20,URBAN
0042-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,1,0,0,0,12,,6,6,0,0,.08,RICE,,,,,Clay (Katondo),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,480,18,-9.975400000000001,33.926,251,1146,10220103,North,Karonga,20,URBAN
0042-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,0,0,1,1,12,,6,6,1.25,122,.2,MAIZE,NKHWANI,,,,Clay (Katondo),Good,Flat,DECEMBER,1ST HALF,0,.25,1,Rainy,,,,,,,,,,,10220103,North,Karonga,20,URBAN
0043-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,12,,5,5,1,111,.344,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,.34400001,1,Rainy,,,,,490,14,-9.975400000000001,33.926,251,1143,10220103,North,Karonga,20,URBAN
0043-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,0,0,1,1,12,,5,6.5,1.25,0,.3040000000000001,MAIZE,PIGEONPEA(NANDOLO),,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,.38,1,Rainy,,,,,490,17,-9.975400000000001,33.926,251,1143,10220103,North,Karonga,20,URBAN
0043-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,16,-9.975400000000001,33.926,251,1143,10220103,North,Karonga,20,URBAN
0043-002,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,16,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,URBAN
0043-002,RG01,R02,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,0,0,1,1,12,,5,5,1,324.9000244140625,.4280000000000001,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,.428,1,Rainy,,,,,490,16,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,URBAN
0043-002,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,0,0,1,1,12,,5,5,1,36.10000228881836,.056,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,DECEMBER,1ST HALF,1,.056000002,1,Rainy,,,,,490,18,-9.975400000000001,33.926,251,1138,10220103,North,Karonga,20,URBAN
0044-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,15,-9.975400000000001,33.926,251,1142,10220103,North,Karonga,20,URBAN
